,COMMAND_Sym_Link,url,CMD_MD5SUM,CMD_SHA256SUM,ORIGINAL_FILE_NAME,FILE_NAME,SAMPLE_FLUID_TYPE,BATCH,FULL_REDCAP_ID,,PRIVATE_ID,visit_number,visit_interval,Type,MODE,body_site,fma_body_site,format,visit_id,SAMPLE_PARENT_ID,SAMPLE_PARENT_OSDF_ID,sample_name_id,rand_subject_id,CONSENTED?,interval,sub-study,tags,storage_duration,comment,title,center,sequencing_contact,experiment_type,study,prep_id,md5,size,sha256
585,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_HILIC_neg.mzXML,Urine_B1_QC1_HILIC_neg.mzXML,#N/A,Urine,B1,QC1,,QC1-,#N/A,#N/A,HILIC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,455ff80cae751a80ad3e3f3d7d02e5a6,43304019,ae20e35ddc07f7cd09ddaca510132b211775267c272ecfcecf11e19bf8bd7ba5
737,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_HILIC_neg.mzXML,Urine_B2_QC1_HILIC_neg.mzXML,#N/A,Urine,B2,QC1,,,#N/A,#N/A,HILIC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,1b868e8f07786aa47d0a33263fae16ed,40150962,3b177306762fc442b11b2b9acc520921ab258920f109a64ed09047f6473aa947
505,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_HILIC_neg.mzXML,Plasma_B1_QC1_HILIC_neg.mzXML,#N/A,Plasma,B1,QC1,,QC1-,#N/A,#N/A,HILIC,neg.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,dbe0a78821ca7b87f3534039a31890c7,37238540,baee96d8241c55cbac83a71e3a4a60274648c3669cdc187280afa2df5eeb6d90
549,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_HILIC_neg.mzXML,Plasma_B2_QC1_HILIC_neg.mzXML,#N/A,Plasma,B2,QC1,,QC1-,#N/A,#N/A,HILIC,neg.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,12d27c09c2ae5468defab4c7b3f8865d,43648435,71c2a686dd41ce8384088caf8f55da73e61e1426f632ee8e2b9da8a325e1af6e
586,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_HILIC_pos.mzXML,Urine_B1_QC1_HILIC_pos.mzXML,#N/A,Urine,B1,QC1,,QC1-,#N/A,#N/A,HILIC,pos,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,d1a7c1b439aee5f448a80439e882b8c4,58869869,c0cb737cebcc24a0bf23df3f196fb3e0718cfc7180372c0d7525a81218b9c2ae
738,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_HILIC_pos.mzXML,Urine_B2_QC1_HILIC_pos.mzXML,#N/A,Urine,B2,QC1,,,#N/A,#N/A,HILIC,pos,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,68217c5c214648769cdf6c136540f3fc,47928503,583a0417502248262d203664c18b16aa6f96669ba80b31b96be88e0d4a623a43
506,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_HILIC_pos.mzXML,Plasma_B1_QC1_HILIC_pos.mzXML,#N/A,Plasma,B1,QC1,,QC1-,#N/A,#N/A,HILIC,pos.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,acc41cd472e144f298ad2231e46ea601,54419235,047a2fc94a66c128e3a8baac865a074f981381c8b75c5c023ba15ab519b01ad3
550,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_HILIC_pos.mzXML,Plasma_B2_QC1_HILIC_pos.mzXML,#N/A,Plasma,B2,QC1,,QC1-,#N/A,#N/A,HILIC,pos.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,70d762c219e88cf529eb3c3e8d80a21c,50120452,cba6721954a289882218889d352a5859eca16c06756c1414aa7473e6d0b6db47
587,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_RPLC_neg.mzXML,Urine_B1_QC1_RPLC_neg.mzXML,#N/A,Urine,B1,QC1,,QC1-,#N/A,#N/A,RPLC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,1a1f69cf50a9e61f6a8cc3e555f9bff0,54843439,aee94871ba4affbf3a9c6fa0c3e50fbd0aadfda85e5db3f7452d75940a361c8a
739,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_RPLC_neg.mzXML,Urine_B2_QC1_RPLC_neg.mzXML,#N/A,Urine,B2,QC1,,,#N/A,#N/A,RPLC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,bc4ba257b900a100445e8a2a6ce3bc92,48961980,21d422ef06d538f6971d8f8c09b1a8470548597e9178506c4142c2e7b16afa6c
507,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_RPLC_neg.mzXML,Plasma_B1_QC1_RPLC_neg.mzXML,#N/A,Plasma,B1,QC1,,QC1-,#N/A,#N/A,RPLC,neg.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,c329a711c1e0e38450733e965abd7f95,43391976,ac905f9ea1f6c2049f6aa42c02eebdf3fefdc81d26f84ce5a7c3f46d63a2c233
551,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_RPLC_neg.mzXML,Plasma_B2_QC1_RPLC_neg.mzXML,#N/A,Plasma,B2,QC1,,QC1-,#N/A,#N/A,RPLC,neg.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,a8b65907c6b1422aeeb51ad6c909fe62,48545179,07372b91aa0b0fe7c972358a1369711c2bcda09bef7cea03d4635f2052c5aedd
588,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC1_RPLC_pos.mzXML,Urine_B1_QC1_RPLC_pos.mzXML,#N/A,Urine,B1,QC1,,QC1-,#N/A,#N/A,RPLC,pos,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,b69373ac6ec89e7efffcf39c3ee49074,77972587,f00aae54455fe1278e1ce5b143d50eae3532104e82648f4dcf2c855291964d01
740,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1_RPLC_pos.mzXML,Urine_B2_QC1_RPLC_pos.mzXML,#N/A,Urine,B2,QC1,,,#N/A,#N/A,RPLC,pos,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,668a578a1ead309ab3e0bde57ebfd992,77656395,f449ba47a6035f69427921a9d53b23e7ca492a031a5f4043d20d85df89e83ed5
508,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC1_RPLC_pos.mzXML,Plasma_B1_QC1_RPLC_pos.mzXML,#N/A,Plasma,B1,QC1,,QC1-,#N/A,#N/A,RPLC,pos.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,3d4034ce147998f5fa2a59e20ade7d52,53812542,0958040d8884f492f804c4d282cfedbe60be0b6ffd2331f79cd773893f179da0
552,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC1_RPLC_pos.mzXML,Plasma_B2_QC1_RPLC_pos.mzXML,#N/A,Plasma,B2,QC1,,QC1-,#N/A,#N/A,RPLC,pos.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,bfadb22223381967cfb3698dc669d637,69132190,b76d6525240141c4c66313377874ce971c470a9a796fdb9b8f0c79bbde15d892
733,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_HILIC_neg.mzXML,Urine_B2_QC1-B1_HILIC_neg.mzXML,#N/A,Urine,B2,QC1-B1,,,#N/A,#N/A,HILIC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,12767e56f29cdbb92940ebdaf392e117,39644007,4fd457a869fd1e0a5a7a5c2f59a02348230da97334f8139970d10c4dfc686b37
734,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_HILIC_pos.mzXML,Urine_B2_QC1-B1_HILIC_pos.mzXML,#N/A,Urine,B2,QC1-B1,,,#N/A,#N/A,HILIC,pos,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,4a3c544a408e59a9c795f0be89e91d08,47054128,2e28d906041055378fa79fef53505a57321acbe8fece0dc298df8dee0e32ac95
735,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_RPLC_neg.mzXML,Urine_B2_QC1-B1_RPLC_neg.mzXML,#N/A,Urine,B2,QC1-B1,,,#N/A,#N/A,RPLC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,6c2bf4194749af45c11a59c09f7fea32,49600561,d49bf294e51451714ab296f10130d36a35c766d3b8c53d7da39cbb94e73ce16a
736,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC1-B1_RPLC_pos.mzXML,Urine_B2_QC1-B1_RPLC_pos.mzXML,#N/A,Urine,B2,QC1-B1,,,#N/A,#N/A,RPLC,pos,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,ec6fc5894c22c0d17bb89cf678e717d2,78894790,1fc9d6a5359dad2889a576fb45c80e42f5f796ea90d0294c910454aafc1f11f1
589,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC2_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC2_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC2_HILIC_neg.mzXML,Urine_B1_QC2_HILIC_neg.mzXML,#N/A,Urine,B1,QC2,,QC2-,#N/A,#N/A,HILIC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,3faa1e24b67865696ec5851e1204c4a6,42465539,8b3c3b1b993237ec3d50ac1a83d470fd3f0972fd35265f92e52a4c2b260a0a0e
745,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC2_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC2_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC2_HILIC_neg.mzXML,Urine_B2_QC2_HILIC_neg.mzXML,#N/A,Urine,B2,QC2,,,#N/A,#N/A,HILIC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,41ee33f30f0e7316b2daab2e88c339b7,40890339,1cfc4b3c9edb8b6c4efa66172bc8ae9a2dd7f7acdbb5b509f0905b7b210a8d24
509,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC2_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC2_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC2_HILIC_neg.mzXML,Plasma_B1_QC2_HILIC_neg.mzXML,#N/A,Plasma,B1,QC2,,QC2-,#N/A,#N/A,HILIC,neg.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,6f87c8097429aa7a49b09570337ac9c1,37561404,ba91f87b38ece4723a5bafa5bf2de6f8e375bfb1dda3fd8a7cdedf01de62460f
553,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC2_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC2_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC2_HILIC_neg.mzXML,Plasma_B2_QC2_HILIC_neg.mzXML,#N/A,Plasma,B2,QC2,,QC2-,#N/A,#N/A,HILIC,neg.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,04b4bfb239076a4065b36e2003267b0f,42871778,cb03058150825f8ec95844e38436b1443bc6dfae7d701046c4d48df22995e7c5
590,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC2_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC2_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC2_HILIC_pos.mzXML,Urine_B1_QC2_HILIC_pos.mzXML,#N/A,Urine,B1,QC2,,QC2-,#N/A,#N/A,HILIC,pos,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,146a911e3fca3d12c51b0f9ab7dd4f27,60058758,bda5868a45da9af9a7b4b98d4b10d09f7e54cb0dbdd04c190882c7557ecef4b1
746,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC2_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC2_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC2_HILIC_pos.mzXML,Urine_B2_QC2_HILIC_pos.mzXML,#N/A,Urine,B2,QC2,,,#N/A,#N/A,HILIC,pos,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,059f77beb98eb27973ad0ad99d436fe7,47961944,f67d8dd815969bc15cb76d8a873c1f618ef27e32e56713515fd1bec0bb47d8be
510,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC2_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC2_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC2_HILIC_pos.mzXML,Plasma_B1_QC2_HILIC_pos.mzXML,#N/A,Plasma,B1,QC2,,QC2-,#N/A,#N/A,HILIC,pos.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,716248f2a2ff41a670c934d0d7d212d9,54735684,19eaeb12d10c166a6c03f97fec37d1508f43c4a775e125706fc13e3e4c8a7a84
554,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC2_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC2_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC2_HILIC_pos.mzXML,Plasma_B2_QC2_HILIC_pos.mzXML,#N/A,Plasma,B2,QC2,,QC2-,#N/A,#N/A,HILIC,pos.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,c997ecb5e6f6747058917adbeaeb6e9c,50405517,0c85b9f6aa014e42544a2ddaacd1e0018b5db462ccf36c45a3ccffedb0d750fa
591,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC2_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC2_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_QC2_RPLC_neg.mzXML,Urine_B1_QC2_RPLC_neg.mzXML,#N/A,Urine,B1,QC2,,QC2-,#N/A,#N/A,RPLC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,ca5f45e50f4af4f3ee1c3771972f029e,54976570,492d9c55a725fca1d42cffe046551d5f1aeeab4c6d18a2b3ebad2f6df1f069ef
747,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC2_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC2_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B2_QC2_RPLC_neg.mzXML,Urine_B2_QC2_RPLC_neg.mzXML,#N/A,Urine,B2,QC2,,,#N/A,#N/A,RPLC,neg,urinary_tract,FMA:326482,mzXML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,5f20895278f97b076fe9794c8cd5929a,49450224,0c3585741eb6d543998f0f688703ad0aed798ff21071b7126ad8948d04f09b4e
511,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC2_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC2_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_QC2_RPLC_neg.mzXML,Plasma_B1_QC2_RPLC_neg.mzXML,#N/A,Plasma,B1,QC2,,QC2-,#N/A,#N/A,RPLC,neg.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,8129d1b08c87d176e97336704aa34cdd,43461162,08b39c6b48f7515191f9412c04beee4240705bd2d4717a9f082a1086a837bc55
555,#N/A,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC2_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC2_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_QC2_RPLC_neg.mzXML,Plasma_B2_QC2_RPLC_neg.mzXML,#N/A,Plasma,B2,QC2,,QC2-,#N/A,#N/A,RPLC,neg.mzXML,blood,FMA:7842,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,5782d04b94096daea8132528b6930106,48024317,30cc008353b012313ad001f931c3b2558d5e9f91e4eae7b974cefc98136e4c23
